64720,Adrian,MO
63730,Advance,MO
64401,Agency,MO
64830,Alba,MO
64402,Albany,MO
65601,Aldrich,MO
63430,Alexandria,MO
64420,Allendale,MO
63001,Allenton,MO
64001,Alma,MO
64620,Altamont,MO
63732,Altenburg,MO
65606,Alton,MO
64421,Amazonia,MO
64422,Amity,MO
64722,Amoret,MO
64723,Amsterdam,MO
63431,Anabel,MO
64831,Anderson,MO
63330,Annada,MO
63620,Annapolis,MO
63820,Anniston,MO
64724,Appleton City,MO
63432,Arbela,MO
63821,Arbyrd,MO
